Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"Audi, Porsche R&D chiefs, VW US CEO to quit: Reuters - CNBC","Thu, 24 Sep 2015 12:48:28 GMT",http://www.cnbc.com/2015/09/24/audi-porsche-rd-chiefs-vw-us-ceo-to-quit-reuters.html,CNBC,Audi
"Report: Audi head of R&D, Porsche engine boss to quit amid diesel scandal - New York Daily News","Thu, 24 Sep 2015 13:42:56 GMT",http://www.nydailynews.com/autos/news/audi-head-porsche-engine-boss-quit-scandal-article-1.2372681,New York Daily News,Audi
Audi Introduces Its Latest Vehicle -- and It's Electric - TheStreet.com,"Tue, 22 Sep 2015 13:00:42 GMT",http://www.thestreet.com/story/13295547/1/audi-introduces-its-latest-vehicle-and-it-s-electric.html,TheStreet.com,Audi
Audi's New Q1 Small SUV That's Now Said To Be Named Q2 Spied - Carscoops (blog),"Thu, 24 Sep 2015 20:35:00 GMT",http://www.carscoops.com/2015/09/audis-new-q1-small-suv-thats-now-said.html,Carscoops (blog),Audi
Rumors About Audi's Involvement In Formula 1 Are Getting Stronger - Carscoops (blog),"Thu, 24 Sep 2015 13:31:59 GMT",http://www.carscoops.com/2015/09/rumors-about-audis-involvement-in.html,Carscoops (blog),Audi
"Audi's R&D boss, Porsche engine chief to quit: Bild - Reuters","Thu, 24 Sep 2015 11:41:00 GMT",http://www.reuters.com/article/2015/09/24/us-audi-scandal-idUSKCN0RO19S20150924,Reuters,Audi
Audi's 'Truth in Engineering' brand promise is a cautionary tale - San Francisco Business Times,"Thu, 24 Sep 2015 15:40:44 GMT",http://www.bizjournals.com/bizjournals/how-to/growth-strategies/2015/09/audis-truth-in-engineering-brand-promise-is-a.html,San Francisco Business Times,Audi
Audi A3 E-Tron Commercial Rocks (Video) - Gas 2.0,"Fri, 25 Sep 2015 19:08:24 GMT",http://gas2.org/2015/09/25/audi-a3-e-tron-commercial-rocks-video/,Gas 2.0,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Edoardo Mortara clinches second place for Audi - Motorsport.com,"Sat, 26 Sep 2015 18:00:01 GMT",http://www.motorsport.com/dtm/news/edoardo-mortara-clinches-second-place-for-audi/,Motorsport.com,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
"Audi, Renault, BMW, Peugeot, Mercedes Cars Come Under Emissions Scrutiny Along ... - The Inquisitr","Sun, 27 Sep 2015 08:01:44 GMT",http://www.inquisitr.com/2451037/audi-renault-bmw-peugeot-mercedes-cars-come-under-emissions-scrutiny-along-with-volkswagen/,The Inquisitr,Audi
Nurburgring DTM: Molina takes Sunday pole for Audi - Motorsport.com,"Sun, 27 Sep 2015 09:34:25 GMT",http://www.motorsport.com/dtm/news/nurburgring-dtm-molina-takes-sunday-pole-for-audi/,Motorsport.com,Audi
Audi driver Molina celebrates first DTM victory - Motorsport.com,"Sun, 27 Sep 2015 18:02:41 GMT",http://www.motorsport.com/dtm/news/audi-driver-molina-celebrates-first-dtm-victory/,Motorsport.com,Audi
"New 2016 Audi TT keeps fresh, modern design - KABC-TV","Mon, 28 Sep 2015 02:33:34 GMT",http://abc7.com/automotive/new-2016-audi-tt-keeps-fresh-modern-design/1005533/,KABC-TV,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Audi Quattro tech shoots for the moon - Autoblog (blog),"Sun, 27 Sep 2015 23:15:28 GMT",http://www.autoblog.com/2015/09/27/audi-lunar-quattro-moon-rover-video-official/,Autoblog (blog),Audi
"Audi, Porsche R&D chiefs, VW US CEO to quit: Reuters - CNBC","Thu, 24 Sep 2015 12:48:28 GMT",http://www.cnbc.com/2015/09/24/audi-porsche-rd-chiefs-vw-us-ceo-to-quit-reuters.html,CNBC,Audi
ARC Bratislava Confirms Audi R8 LMS ultra for Asian LMS - Sportscar365,"Sun, 27 Sep 2015 12:44:18 GMT",http://sportscar365.com/lemans/asian-lms/arc-bratislava-confirms-audi-r8-lms-ultra-for-asian-lms/,Sportscar365,Audi
"Audi, Renault, BMW, Peugeot, Mercedes Cars Come Under Emissions Scrutiny Along ... - The Inquisitr","Sun, 27 Sep 2015 08:01:44 GMT",http://www.inquisitr.com/2451037/audi-renault-bmw-peugeot-mercedes-cars-come-under-emissions-scrutiny-along-with-volkswagen/,The Inquisitr,Audi
"Report: Audi head of R&D, Porsche engine boss to quit amid diesel scandal - New York Daily News","Thu, 24 Sep 2015 13:42:56 GMT",http://www.nydailynews.com/autos/news/audi-head-porsche-engine-boss-quit-scandal-article-1.2372681,New York Daily News,Audi
Audi Introduces Its Latest Vehicle -- and It's Electric - TheStreet.com,"Tue, 22 Sep 2015 13:00:42 GMT",http://www.thestreet.com/story/13295547/1/audi-introduces-its-latest-vehicle-and-it-s-electric.html,TheStreet.com,Audi
Rumors About Audi's Involvement In Formula 1 Are Getting Stronger - Carscoops (blog),"Thu, 24 Sep 2015 13:35:38 GMT",http://www.carscoops.com/2015/09/rumors-about-audis-involvement-in.html,Carscoops (blog),Audi
Audi driver Molina celebrates first DTM victory - Motorsport.com,"Sun, 27 Sep 2015 18:02:41 GMT",http://www.motorsport.com/dtm/news/audi-driver-molina-celebrates-first-dtm-victory/,Motorsport.com,Audi
"New 2016 Audi TT keeps fresh, modern design - KABC-TV","Mon, 28 Sep 2015 02:33:34 GMT",http://abc7.com/automotive/new-2016-audi-tt-keeps-fresh-modern-design/1005533/,KABC-TV,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Audi Quattro tech shoots for the moon - Autoblog (blog),"Sun, 27 Sep 2015 23:17:42 GMT",http://www.autoblog.com/2015/09/27/audi-lunar-quattro-moon-rover-video-official/,Autoblog (blog),Audi
"Audi, Porsche R&D chiefs, VW US CEO to quit: Reuters - CNBC","Thu, 24 Sep 2015 12:48:28 GMT",http://www.cnbc.com/2015/09/24/audi-porsche-rd-chiefs-vw-us-ceo-to-quit-reuters.html,CNBC,Audi
"Audi, Renault, BMW, Peugeot, Mercedes Cars Come Under Emissions Scrutiny Along ... - The Inquisitr","Sun, 27 Sep 2015 08:01:44 GMT",http://www.inquisitr.com/2451037/audi-renault-bmw-peugeot-mercedes-cars-come-under-emissions-scrutiny-along-with-volkswagen/,The Inquisitr,Audi
ARC Bratislava Confirms Audi R8 LMS ultra for Asian LMS - Sportscar365,"Sun, 27 Sep 2015 12:44:18 GMT",http://sportscar365.com/lemans/asian-lms/arc-bratislava-confirms-audi-r8-lms-ultra-for-asian-lms/,Sportscar365,Audi
"Report: Audi head of R&D, Porsche engine boss to quit amid diesel scandal - New York Daily News","Thu, 24 Sep 2015 13:42:56 GMT",http://www.nydailynews.com/autos/news/audi-head-porsche-engine-boss-quit-scandal-article-1.2372681,New York Daily News,Audi
Audi Introduces Its Latest Vehicle -- and It's Electric - TheStreet.com,"Tue, 22 Sep 2015 13:00:42 GMT",http://www.thestreet.com/story/13295547/1/audi-introduces-its-latest-vehicle-and-it-s-electric.html,TheStreet.com,Audi
Rumors About Audi's Involvement In Formula 1 Are Getting Stronger - Carscoops (blog),"Thu, 24 Sep 2015 13:35:38 GMT",http://www.carscoops.com/2015/09/rumors-about-audis-involvement-in.html,Carscoops (blog),Audi
Audi driver Molina celebrates first DTM victory - Motorsport.com,"Sun, 27 Sep 2015 18:02:41 GMT",http://www.motorsport.com/dtm/news/audi-driver-molina-celebrates-first-dtm-victory/,Motorsport.com,Audi
"New 2016 Audi TT keeps fresh, modern design - KABC-TV","Mon, 28 Sep 2015 02:33:34 GMT",http://abc7.com/automotive/new-2016-audi-tt-keeps-fresh-modern-design/1005533/,KABC-TV,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Audi Quattro tech shoots for the moon - Autoblog (blog),"Sun, 27 Sep 2015 23:17:42 GMT",http://www.autoblog.com/2015/09/27/audi-lunar-quattro-moon-rover-video-official/,Autoblog (blog),Audi
"Audi, Porsche R&D chiefs, VW US CEO to quit: Reuters - CNBC","Thu, 24 Sep 2015 12:48:28 GMT",http://www.cnbc.com/2015/09/24/audi-porsche-rd-chiefs-vw-us-ceo-to-quit-reuters.html,CNBC,Audi
"Audi, Renault, BMW, Peugeot, Mercedes Cars Come Under Emissions Scrutiny Along ... - The Inquisitr","Sun, 27 Sep 2015 08:01:44 GMT",http://www.inquisitr.com/2451037/audi-renault-bmw-peugeot-mercedes-cars-come-under-emissions-scrutiny-along-with-volkswagen/,The Inquisitr,Audi
ARC Bratislava Confirms Audi R8 LMS ultra for Asian LMS - Sportscar365,"Sun, 27 Sep 2015 12:44:18 GMT",http://sportscar365.com/lemans/asian-lms/arc-bratislava-confirms-audi-r8-lms-ultra-for-asian-lms/,Sportscar365,Audi
"Report: Audi head of R&D, Porsche engine boss to quit amid diesel scandal - New York Daily News","Thu, 24 Sep 2015 13:42:56 GMT",http://www.nydailynews.com/autos/news/audi-head-porsche-engine-boss-quit-scandal-article-1.2372681,New York Daily News,Audi
Audi Introduces Its Latest Vehicle -- and It's Electric - TheStreet.com,"Tue, 22 Sep 2015 13:00:42 GMT",http://www.thestreet.com/story/13295547/1/audi-introduces-its-latest-vehicle-and-it-s-electric.html,TheStreet.com,Audi
Rumors About Audi's Involvement In Formula 1 Are Getting Stronger - Carscoops (blog),"Thu, 24 Sep 2015 13:35:38 GMT",http://www.carscoops.com/2015/09/rumors-about-audis-involvement-in.html,Carscoops (blog),Audi
Audi driver Molina celebrates first DTM victory - Motorsport.com,"Sun, 27 Sep 2015 18:02:41 GMT",http://www.motorsport.com/dtm/news/audi-driver-molina-celebrates-first-dtm-victory/,Motorsport.com,Audi
"New 2016 Audi TT keeps fresh, modern design - KABC-TV","Mon, 28 Sep 2015 02:33:34 GMT",http://abc7.com/automotive/new-2016-audi-tt-keeps-fresh-modern-design/1005533/,KABC-TV,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Audi driver Molina celebrates first DTM victory - Motorsport.com,"Sun, 27 Sep 2015 18:02:41 GMT",http://www.motorsport.com/dtm/news/audi-driver-molina-celebrates-first-dtm-victory/,Motorsport.com,Audi
"New 2016 Audi TT keeps fresh, modern design - KABC-TV","Mon, 28 Sep 2015 02:33:34 GMT",http://abc7.com/automotive/new-2016-audi-tt-keeps-fresh-modern-design/1005533/,KABC-TV,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Audi driver Molina celebrates first DTM victory - Motorsport.com,"Sun, 27 Sep 2015 18:02:41 GMT",http://www.motorsport.com/dtm/news/audi-driver-molina-celebrates-first-dtm-victory/,Motorsport.com,Audi
"New 2016 Audi TT keeps fresh, modern design - KABC-TV","Mon, 28 Sep 2015 02:33:34 GMT",http://abc7.com/automotive/new-2016-audi-tt-keeps-fresh-modern-design/1005533/,KABC-TV,Audi
"EPA Beefing Up Emissions Tests in Wake VW, Audi Cheating Scandal - U.S. News & World Report","Fri, 25 Sep 2015 17:04:04 GMT",http://www.usnews.com/news/articles/2015/09/25/epa-beefing-up-emissions-tests-in-wake-vw-audi-cheating-scandal,U.S. News & World Report,Audi
Audi Quattro tech shoots for the moon - Autoblog (blog),"Sun, 27 Sep 2015 23:17:42 GMT",http://www.autoblog.com/2015/09/27/audi-lunar-quattro-moon-rover-video-official/,Autoblog (blog),Audi
"Audi, Porsche R&D chiefs, VW US CEO to quit: Reuters - CNBC","Thu, 24 Sep 2015 12:48:28 GMT",http://www.cnbc.com/2015/09/24/audi-porsche-rd-chiefs-vw-us-ceo-to-quit-reuters.html,CNBC,Audi
"Audi, Renault, BMW, Peugeot, Mercedes Cars Come Under Emissions Scrutiny Along ... - The Inquisitr","Sun, 27 Sep 2015 08:01:44 GMT",http://www.inquisitr.com/2451037/audi-renault-bmw-peugeot-mercedes-cars-come-under-emissions-scrutiny-along-with-volkswagen/,The Inquisitr,Audi
ARC Bratislava Confirms Audi R8 LMS ultra for Asian LMS - Sportscar365,"Sun, 27 Sep 2015 12:44:18 GMT",http://sportscar365.com/lemans/asian-lms/arc-bratislava-confirms-audi-r8-lms-ultra-for-asian-lms/,Sportscar365,Audi
"Report: Audi head of R&D, Porsche engine boss to quit amid diesel scandal - New York Daily News","Thu, 24 Sep 2015 13:42:56 GMT",http://www.nydailynews.com/autos/news/audi-head-porsche-engine-boss-quit-scandal-article-1.2372681,New York Daily News,Audi
Audi Introduces Its Latest Vehicle -- and It's Electric - TheStreet.com,"Tue, 22 Sep 2015 13:00:42 GMT",http://www.thestreet.com/story/13295547/1/audi-introduces-its-latest-vehicle-and-it-s-electric.html,TheStreet.com,Audi
Rumors About Audi's Involvement In Formula 1 Are Getting Stronger - Carscoops (blog),"Thu, 24 Sep 2015 13:35:38 GMT",http://www.carscoops.com/2015/09/rumors-about-audis-involvement-in.html,Carscoops (blog),Audi
